District,01-08-2021,02-08-2021,03-08-2021,04-08-2021,05-08-2021,06-08-2021,07-08-2021,08-08-2021,09-08-2021,10-08-2021,11-08-2021,12-08-2021,13-08-2021,14-08-2021,15-08-2021,16-08-2021,17-08-2021,18-08-2021,19-08-2021,20-08-2021,21-08-2021,22-08-2021,23-08-2021,24-08-2021,25-08-2021,26-08-2021,27-08-2021,28-08-2021,29-08-2021,30-08-2021,31-08-2021,01-09-2021,02-09-2021,03-09-2021,04-09-2021,05-09-2021,06-09-2021,07-09-2021,08-09-2021,09-09-2021,10-09-2021,11-09-2021,12-09-2021,13-09-2021,14-09-2021,15-09-2021,16-09-2021,17-09-2021,18-09-2021,19-09-2021,20-09-2021,21-09-2021,22-09-2021,23-09-2021,24-09-2021,25-09-2021,26-09-2021,27-09-2021,28-09-2021,29-09-2021,30-09-2021,01-10-2021,02-10-2021,03-10-2021,04-10-2021,05-10-2021,06-10-2021,07-10-2021,08-10-2021,09-10-2021,10-10-2021,11-10-2021,12-10-2021,13-10-2021,14-10-2021,15-10-2021,16-10-2021,17-10-2021,18-10-2021,19-10-2021,20-10-2021,21-10-2021,22-10-2021,23-10-2021,24-10-2021,25-10-2021,26-10-2021,27-10-2021,28-10-2021,29-10-2021,30-10-2021,31-10-2021,Mean Vaccination
Ghazipur,776252,779441,830879,837839,856606,860612,870623,872185,894541,909285,919320,937108,954114,958106,958114,1001584,1011767,1033566,1050761,1068594,1070244,1071057,1090770,1113939,1130449,1141379,1199250,1210113,1210377,1238465,1270936,1293323,1329572,1354053,1366416,1366673,1423783,1445882,1466301,1486430,1512123,1527053,1529056,1563450,1585717,1593549,1607788,1625581,1637082,1637630,1677302,1693312,1710516,1734900,1748803,1761613,1761973,1806464,1820842,1827719,1838935,1853875,1855926,1856219,1889115,1906067,1914132,1924520,1954811,1968459,1969500,1996353,2010380,2015778,2020053,2020819,2027176,2027436,2051561,2064359,2081272,2095459,2113955,2132751,2133669,2148893,2163033,2168347,2180350,2191846,2199316,2200081,1543452.0
Gonda,969914,974605,1015202,1035226,1041010,1059879,1064513,1065096,1078025,1087301,1097786,1109443,1120336,1127549,1127584,1158797,1177369,1194096,1207305,1213643,1220778,1221432,1231191,1243032,1259018,1275844,1316653,1330589,1330962,1344161,1367821,1384295,1410914,1433257,1445600,1445935,1485518,1508136,1521136,1527422,1549113,1561172,1561512,1585356,1603472,1613799,1617806,1645311,1653730,1653860,1671524,1686019,1697356,1717628,1734865,1743622,1743870,1786746,1815534,1824718,1840388,1869297,1871558,1871569,1900901,1910173,1916308,1925839,1948402,1957016,1957085,1978086,1986110,1990767,1991615,1991708,1996628,1996850,2021244,2030876,2038760,2055941,2076245,2086171,2086963,2107752,2122675,2128580,2141121,2152898,2158417,2160155,1597429.0
Gorakhpur,1298348,1305809,1365901,1376469,1396172,1403266,1406884,1407162,1432067,1442863,1449223,1470758,1482901,1493965,1494171,1544861,1569008,1579137,1614524,1625631,1636738,1637401,1652156,1668747,1684923,1711408,1772339,1793351,1794735,1807682,1856524,1874751,1927613,1954205,1966563,1967015,2036268,2081586,2104893,2117131,2170250,2188318,2188838,2234724,2254425,2259772,2270395,2344650,2355745,2356780,2386311,2431420,2441717,2472750,2487461,2505488,2506308,2592326,2634599,2645188,2671240,2720201,2726391,2726537,2776987,2800161,2807864,2821244,2876026,2888938,2889577,2914514,2930282,2937853,2941254,2942558,2954940,2955480,3015440,3040519,3060806,3087782,3116465,3132726,3133428,3159564,3180396,3188606,3207112,3220688,3235663,3236136,2274239.0
Hamirpur,313857,316203,332625,339939,343217,344321,347383,347692,351048,354448,357137,360838,362725,363873,363873,375359,378619,382009,390022,396874,397572,397926,400144,406912,413543,416217,431138,433464,433467,440722,451105,454506,463090,470195,472094,472095,489841,498493,505575,513872,521711,523676,523676,531135,538325,542047,545223,559649,561226,561291,569856,575097,579608,585690,588358,591388,591389,608927,614827,620518,623793,632094,633649,633649,639312,643343,645115,648324,655546,656927,656932,663456,665185,666609,667232,667447,669082,669092,679201,685922,696218,705826,714306,720903,721070,727996,733668,737257,741497,745460,747402,747405,535419.0
Hapur,368841,371278,391451,395018,402437,403880,404574,404576,412116,413835,417486,423171,430958,432211,432211,450060,457695,463613,470997,474542,476571,476702,484088,491493,494283,505996,523018,525959,525959,527374,539810,543824,560512,573202,576502,576503,592952,606584,610688,623045,634219,637078,637078,648930,659713,663472,668768,688326,689721,691453,707226,712156,714187,724896,731648,734939,734939,747681,755993,758315,770660,781336,782880,784005,793130,800580,803736,809509,815007,817885,821638,826506,831013,833068,834007,834534,837136,838650,844346,850164,855940,865132,870682,875052,875595,882696,891090,897221,902457,907540,912948,913382,653873.0
Hardoi,760947,763226,818153,835228,848509,857183,859476,859483,878759,892354,897130,916266,934054,940594,940816,989713,1008757,1029981,1043721,1071731,1076292,1078449,1082151,1112008,1125587,1129465,1204125,1213453,1213548,1244802,1277951,1307658,1340694,1350503,1354491,1354534,1430621,1474624,1501671,1532260,1554131,1560138,1560191,1600415,1619316,1625983,1626872,1689243,1697255,1697444,1731533,1750739,1767638,1785370,1802591,1808678,1808700,1878309,1906128,1925703,1937337,1977069,1982441,1983397,2019715,2029160,2037040,2045268,2079184,2087768,2088089,2113866,2128353,2132760,2135609,2136712,2140680,2140853,2183078,2202127,2229222,2259227,2281451,2293180,2293979,2315152,2329887,2341859,2359923,2377090,2389322,2390137,1602047.0
Hathras,370612,372152,393927,398294,407481,412006,416215,416250,428274,434824,438391,446110,453928,455316,455322,475501,481260,484816,495303,498226,498848,499087,509995,519942,524576,533299,557357,559178,559178,559604,572446,575724,586381,598302,600577,600579,620522,630587,633296,641724,650724,652923,652923,662156,670986,673870,680874,708176,709178,709181,723358,732203,734174,740387,751350,755273,755276,780541,785871,788867,794604,812676,813333,813333,828219,831462,832305,834669,845130,846159,846228,855572,857267,857865,858005,858373,859666,859666,865861,867625,873961,881653,887358,893614,893622,904373,913482,921618,928130,934911,935670,935671,675824.0
Jalaun,415470,423099,447877,454332,456810,460195,463192,463192,466534,470411,473919,478066,484192,489183,489183,507999,514930,518192,530960,535537,537747,538637,546187,552556,559075,566697,594280,597813,597833,605902,617364,625651,635815,646868,652156,652635,678807,688513,696410,712652,726019,734788,734922,745989,757783,761119,764589,792040,796833,796934,808881,818389,826195,836235,841847,846700,846834,877338,886715,893935,899711,917249,921722,921837,934159,937531,939319,941112,956006,959517,959539,970405,975075,976798,977533,977850,980762,980774,996255,1003344,1006773,1016904,1026894,1035062,1035324,1043896,1050869,1055163,1061002,1066586,1071009,1071057,756609.0
Jaunpur,938027,939128,997682,1011719,1026557,1034361,1044022,1044829,1068203,1082271,1093923,1114169,1134795,1142228,1142380,1188008,1216076,1243866,1261438,1292811,1296983,1298455,1311519,1340951,1366006,1378552,1448599,1464527,1464736,1505027,1547669,1583629,1622967,1654283,1668968,1670152,1743952,1778779,1807344,1832678,1870167,1888391,1889479,1929804,1956158,1964871,1972471,2040749,2053145,2054682,2087665,2116599,2136596,2161699,2182833,2201086,2201848,2272033,2297372,2312924,2335599,2369041,2382732,2382850,2426561,2455362,2464969,2481017,2513041,2528291,2528845,2557310,2573381,2579693,2591483,2594176,2606768,2607054,2638179,2656110,2679605,2695818,2719619,2746632,2747845,2767953,2788908,2798078,2819101,2839010,2852737,2856635,1934535.0
Jhansi,588050,588560,606401,618749,624172,627770,632782,633122,643229,653776,660978,667893,674606,680200,680331,710665,715407,725749,736758,745998,753065,753193,758361,770152,782296,786348,827792,834980,834983,845620,862200,872379,892963,903040,911100,911212,955620,969498,980893,997953,1010320,1021692,1021877,1036209,1047890,1051672,1057548,1102191,1104803,1104805,1119957,1129464,1138021,1151389,1157002,1162256,1162263,1220100,1232306,1238885,1243227,1274776,1276855,1276901,1302132,1309835,1312976,1316949,1345887,1349706,1349732,1378011,1379990,1381575,1382405,1382974,1384661,1384661,1417294,1424812,1438964,1452227,1463641,1475613,1475696,1486870,1495978,1498550,1504746,1509119,1512301,1512329,1058597.0
Kannauj,353901,356854,382237,386557,392388,397202,397760,397763,403472,408182,412041,418552,423689,425526,425571,445454,451101,455997,461473,464006,464636,464871,468094,471813,476986,481565,501838,505349,505485,519284,534205,546974,557796,563042,565744,565747,589992,601922,606213,618822,630489,633735,633967,645763,652302,654959,655862,672705,675270,677760,693356,700623,703592,718932,726058,731924,732012,759080,769857,778889,787671,803770,806178,807208,815735,824008,826891,832395,844566,847538,848136,856769,862554,864504,865431,865874,867754,868311,881984,890018,899959,914102,931469,941681,943088,963327,979037,985153,998312,1008375,1011654,1012167,664922.0
Kanpur Dehat,380321,380475,403049,408959,415186,420121,420387,420387,428717,431376,435215,442995,450528,452058,452058,475482,483753,496473,499046,507352,508151,508559,514122,523586,534415,535684,565679,570343,570354,583781,596564,607276,618648,629882,633840,634021,672473,687227,699480,713296,725533,729380,729384,743326,753830,758378,762184,796692,799573,799577,812054,822653,834143,844973,853354,856463,856517,895767,905096,914437,921389,941787,944492,944499,965063,974274,980268,986188,1007877,1011971,1012140,1028135,1037384,1043090,1043895,1044446,1049739,1049929,1077537,1087249,1100009,1118154,1133056,1146924,1147791,1167187,1181030,1187761,1198385,1206571,1214427,1214559,772520.0
Kanpur Nagar,1236477,1247662,1298926,1312049,1323566,1335606,1338178,1338490,1353559,1366438,1377017,1398712,1412350,1420775,1420884,1473580,1493369,1508563,1527494,1543381,1554734,1556457,1566447,1581174,1595710,1616738,1682985,1695065,1695839,1716286,1763270,1784934,1823742,1843067,1857410,1857920,1934480,1968414,1993942,2026322,2057427,2076753,2077130,2111024,2135063,2143842,2151289,2219651,2225058,2225403,2252694,2282743,2299539,2327270,2350306,2360004,2360332,2460566,2488279,2506246,2531076,2573050,2581766,2582067,2617752,2642883,2658692,2680831,2718998,2728690,2728863,2752605,2770709,2781972,2790805,2794006,2802041,2802166,2850700,2871980,2895773,2931457,2962147,2979327,2979533,3013619,3039041,3054758,3076958,3095406,3110704,3110838,2157216.0
Kasganj,267102,269305,289654,295133,300100,304475,305235,305237,308336,313245,317540,322678,329065,329771,329771,350034,356291,360849,366075,370436,371304,371522,376899,381699,392109,395863,420494,423552,423552,431642,443806,450454,461571,469962,472283,472285,493387,502997,507961,527283,534940,537534,537550,549812,557381,560404,562262,579061,580485,580550,592593,598057,602430,612146,617614,620316,620361,635841,644394,647067,653872,661820,663282,663942,670459,675644,677115,679317,685543,687131,687303,694223,697492,698855,699311,699629,700939,700941,707409,713821,718892,725003,730586,734460,734943,739473,743773,744806,749236,755636,756686,756766,538696.0
Kaushambi,291437,296139,313347,315314,322872,324065,325350,325350,332271,334684,337896,345074,348589,350595,350595,366696,375306,382619,390465,397982,399237,399579,404526,412009,419793,424676,444805,447037,447049,457145,468807,478359,490077,499267,501347,501347,526433,539567,550218,555977,568952,571398,571398,587694,596509,598987,602671,629239,630964,630964,646567,654260,663536,673060,681725,683964,683964,715569,726395,732575,737771,758374,761202,761202,773547,783559,789685,795946,813356,815874,815877,827243,829871,834344,835463,835868,839828,839830,858404,867308,880129,894518,908834,913069,913069,926172,936810,945232,958453,970510,979606,979735,613315.0
Kushinagar,672138,676897,720028,728253,742346,745142,754768,754909,775690,794475,799805,820850,827519,837059,837152,876776,889455,900705,932531,936267,939669,940119,957468,970999,988412,1009403,1048761,1059526,1061005,1084810,1119458,1135096,1167224,1195901,1204593,1205108,1281860,1306764,1327771,1342137,1376107,1390028,1390643,1425972,1452973,1459943,1475352,1532371,1538884,1539250,1576954,1593982,1602654,1643051,1663231,1673936,1674389,1731747,1751892,1757014,1769875,1798534,1801241,1801941,1837416,1844571,1849696,1854238,1889663,1897714,1898163,1927219,1935545,1938721,1939794,1939827,1950147,1950826,1976657,1984573,2000126,2001351,2020559,2027352,2027586,2046881,2055276,2060408,2072163,2083990,2090040,2090836,1434589.0
Lakhimpur Kheri,682232,690512,731223,745354,753732,765335,766917,767227,783440,791880,799572,816087,830505,833500,833541,863877,881202,893443,915736,928214,941832,943622,950385,967812,980762,994561,1046371,1061575,1063319,1082810,1110655,1127906,1162226,1187756,1195576,1196577,1252939,1287433,1305830,1340068,1376729,1388175,1389282,1429089,1446940,1451652,1457481,1520288,1528627,1535386,1580983,1591292,1602751,1634946,1654601,1662714,1663215,1733104,1762377,1771540,1787290,1837415,1843657,1847977,1849452,1852144,1853616,1855576,1874779,1883555,1889801,1926768,1943539,1947502,1952896,1954722,1959307,1963803,2007589,2020835,2036282,2069586,2091961,2110930,2113158,2136644,2149115,2159119,2178316,2197243,2208644,2211197,1447491.0
Lalitpur,269492,269951,288446,291327,297448,300146,300447,300468,307159,310177,311958,318110,323675,324225,324295,339680,345212,348253,354398,357385,359768,360239,364797,372176,378198,381392,400422,406086,406150,413742,425632,431186,445273,452902,454548,454820,479512,493743,500686,510169,522697,526770,530205,542278,549640,551127,554509,575902,579593,580651,592242,596917,603703,612284,616012,619984,620094,634972,640400,645843,652525,659744,663435,663662,668643,672270,674581,678957,685690,689071,689322,694783,698339,700586,701387,701900,704127,704206,716614,722149,727599,737191,743605,749445,749523,755302,759735,762714,765965,768568,771060,771072,535579.0
Lucknow,1962235,1976460,2050390,2054342,2082968,2112510,2125908,2127574,2157078,2181465,2199778,2223020,2246676,2261653,2262516,2312451,2338682,2361681,2383468,2406629,2423552,2424596,2440363,2470566,2497979,2507407,2598616,2624106,2625751,2659288,2698388,2733857,2777170,2815434,2839761,2841764,2946696,2985753,3025428,3072603,3115570,3141702,3143352,3181335,3224060,3238432,3244254,3346310,3357487,3361933,3405101,3436666,3475115,3504188,3529901,3550911,3552216,3729861,3756806,3792267,3816159,3870864,3883765,3889194,3942298,3970335,3994486,4018424,4065138,4089082,4094967,4147122,4167116,4181780,4199504,4205972,4223992,4227882,4288704,4306032,4330292,4372392,4395038,4416418,4417824,4442892,4470643,4493785,4519896,4545345,4573082,4594991,3272603.0
Maharajganj,502805,512960,542418,552234,556699,559017,565820,566168,575456,590129,599009,614197,622468,629508,629545,661091,672015,679630,695864,699784,704047,704423,711726,718315,724339,748957,773621,782926,783401,790429,812591,824850,854549,875482,883345,883533,938850,963664,975631,986951,1013747,1026347,1026595,1055621,1070908,1075594,1089802,1139866,1145555,1145831,1166686,1179437,1187826,1220439,1230204,1237225,1237441,1292251,1315005,1320979,1326772,1356726,1358766,1359473,1393291,1403073,1409909,1420594,1447957,1453839,1454060,1477871,1484880,1488287,1488986,1489274,1493200,1493336,1517592,1524984,1547245,1564331,1583573,1599005,1599138,1614057,1621656,1626181,1639443,1649388,1655724,1656093,1085266.0
Mahoba,300326,300742,321451,324141,331755,332854,333006,333006,338891,339722,342713,347910,348950,351789,351789,363377,364885,368107,376004,376439,378517,379016,379813,386080,391769,399280,410331,411851,411852,412515,417035,418853,424066,427455,428670,428670,437564,440438,442122,444788,448111,449611,449611,453485,458086,459348,460952,472376,474087,474087,480920,483008,484068,485459,490699,492640,492640,502961,504546,510631,515509,519666,521597,521599,528165,532461,533809,536134,540775,541782,541996,545530,547661,548425,548796,548864,549603,549766,557715,561976,566069,570788,575006,578920,579015,582713,586039,586782,589605,591778,592721,592740,461194.0
Mainpuri,347901,348345,380722,385707,391625,396178,396417,396417,406853,408269,413232,422200,431226,431447,431447,447387,455883,467935,472192,481138,480906,481129,487723,499681,509377,513509,544206,546007,546007,554643,569342,580682,596563,605793,609655,611461,643332,654748,663613,679991,695737,700301,700383,716580,725236,729713,732413,757414,759360,760646,779193,787409,794145,806094,814742,818290,818290,842433,851616,857885,867713,876483,878141,878553,888692,894505,896868,903416,912430,915914,921836,933393,939263,942888,943776,949324,952446,953233,968568,976293,981312,993925,1001712,1011376,1011501,1029924,1043568,1053887,1064396,1074070,1078450,1080451,716925.0
Mathura,742314,748545,781687,791921,796323,799876,808549,808580,817107,825848,833086,839761,847398,856485,856532,880259,890836,900061,910577,917804,922703,923327,931607,943211,957784,969402,996328,1007275,1007855,1011699,1023280,1035959,1051046,1066765,1077217,1077424,1107995,1123192,1133632,1150572,1164071,1173666,1173788,1187200,1197075,1205242,1213007,1248202,1253580,1254451,1281484,1294628,1302899,1316148,1327190,1335166,1335219,1372057,1384936,1393091,1402892,1432063,1436642,1437459,1458658,1465421,1469930,1474519,1495760,1500611,1500884,1521052,1525351,1528170,1530047,1531606,1534671,1534849,1552178,1556070,1562485,1575266,1584884,1591798,1591861,1600447,1606183,1609812,1614779,1620857,1625468,1625695,1213949.0
Mau,427068,430404,464457,468325,477814,480366,484061,484065,494820,501147,507935,516547,522081,525311,525311,557919,565804,575921,592091,593777,597018,597226,611073,622937,638234,648221,686608,692684,692684,706720,730708,746192,768744,782855,788348,788349,828398,848515,861814,868427,887894,899632,900566,922474,936138,939919,950289,979338,987169,987169,1003047,1016149,1026850,1039463,1048239,1056636,1056637,1089154,1098453,1101881,1112764,1121539,1122308,1122308,1133967,1145333,1151366,1158788,1176691,1182849,1182849,1196492,1202369,1205926,1207004,1207009,1212194,1212194,1226950,1233516,1240461,1247808,1258584,1266957,1266957,1277256,1285731,1292163,1302429,1313368,1323309,1324549,908066.0
Meerut,1330056,1341146,1399326,1415308,1428744,1435368,1444868,1444960,1456575,1468725,1479636,1492620,1506167,1513938,1514030,1550940,1563525,1574941,1588109,1593696,1601281,1601895,1621416,1638130,1654811,1668515,1713463,1725139,1725200,1728974,1745558,1761044,1780351,1801122,1811968,1812037,1864946,1887594,1903717,1925036,1945087,1959160,1959248,1981066,2001519,2010798,2020162,2072612,2077093,2077252,2104239,2121756,2136515,2154882,2170768,2180056,2180481,2238889,2263700,2279956,2292282,2319040,2324439,2324495,2339500,2351096,2360130,2370178,2388569,2397181,2397319,2413284,2421741,2429928,2431334,2432516,2442807,2442977,2460651,2472441,2485190,2502443,2515545,2524409,2524492,2540680,2557528,2569542,2579062,2591725,2607088,2607192,2009423.0
