District,01-05-2021,02-05-2021,03-05-2021,04-05-2021,05-05-2021,06-05-2021,07-05-2021,08-05-2021,09-05-2021,10-05-2021,11-05-2021,12-05-2021,13-05-2021,14-05-2021,15-05-2021,16-05-2021,17-05-2021,18-05-2021,19-05-2021,20-05-2021,21-05-2021,22-05-2021,23-05-2021,24-05-2021,25-05-2021,26-05-2021,27-05-2021,28-05-2021,29-05-2021,30-05-2021,31-05-2021,01-06-2021,02-06-2021,03-06-2021,04-06-2021,05-06-2021,06-06-2021,07-06-2021,08-06-2021,09-06-2021,10-06-2021,11-06-2021,12-06-2021,13-06-2021,14-06-2021,15-06-2021,16-06-2021,17-06-2021,18-06-2021,19-06-2021,20-06-2021,21-06-2021,22-06-2021,23-06-2021,24-06-2021,25-06-2021,26-06-2021,27-06-2021,28-06-2021,29-06-2021,30-06-2021,01-07-2021,02-07-2021,03-07-2021,04-07-2021,05-07-2021,06-07-2021,07-07-2021,08-07-2021,09-07-2021,10-07-2021,11-07-2021,12-07-2021,13-07-2021,14-07-2021,15-07-2021,16-07-2021,17-07-2021,18-07-2021,19-07-2021,20-07-2021,21-07-2021,22-07-2021,23-07-2021,24-07-2021,25-07-2021,26-07-2021,27-07-2021,28-07-2021,29-07-2021,30-07-2021,31-07-2021,Mean Vaccination
Shrawasti,49485,49485,49590,49774,49892,50146,50355,50577,50579,50917,51114,51311,52146,52398,52665,52955,53898,55084,55337,55791,56637,57234,57234,58553,59686,60498,61483,62978,64267,65615,67007,68651,70782,73377,76516,78675,78794,81432,84399,86384,89065,93460,96922,96999,98765,102992,107091,110722,115974,119921,120093,126956,134071,140882,150866,179585,186031,186819,190295,192575,192594,195019,198562,201660,201794,206978,214324,218605,223602,229596,231763,231914,234980,240281,242472,247368,249201,251659,251682,257299,259577,259909,266856,273773,276003,276481,284429,287987,293285,295720,301919,306865,140738.0
Siddharthnagar,154092,154207,155578,156912,158146,159577,161011,162021,162167,162815,163507,164060,166277,167402,169140,169179,170800,172107,172841,173481,174785,176522,176573,178831,180306,182300,183784,184790,186156,186198,188065,191197,194656,198007,201375,204194,204471,208827,213593,220478,229424,238124,247570,249144,255733,260423,267878,276339,285278,292943,293339,303907,320550,335511,354090,420423,430636,431256,439559,440566,440740,446108,452824,464554,468188,479222,494432,503543,519760,533179,537468,537731,546002,558299,568541,580043,584026,588693,589535,603324,609481,611881,624444,640016,645214,645658,660248,666627,674558,680425,693264,702470,346018.0
Sitapur,181269,181269,182527,183778,185022,187008,188366,189894,189897,191788,193021,195892,199261,201890,204013,204013,205436,206863,207829,209138,210309,211977,211977,213435,214740,215729,216971,218730,220540,220540,222277,224433,226986,229819,232646,235169,235174,239264,243120,246881,250225,254365,258504,258504,262037,266021,269898,274480,278870,283398,283398,291317,300876,310079,319716,387233,395385,395385,404344,407949,407957,412879,419333,426760,426761,437384,453706,470483,487523,500531,504190,504296,513097,525714,533867,546749,550600,556375,556376,570817,579149,588137,603154,617681,630730,630998,649530,657261,671510,678682,697454,707840,348352.0
Sonbhadra,80019,80029,80501,80864,81176,81501,81959,82274,82271,82619,82935,83409,84783,85469,85967,85967,86504,87021,87310,87583,87940,88203,88203,88663,89003,89253,89490,89908,90574,90574,91353,92908,95101,97290,99452,101287,101637,104294,107246,111107,114743,118025,121388,122463,125870,129398,131702,133210,134822,137029,137030,141262,146609,153534,161766,196755,198104,198104,201362,202789,205690,211858,216339,223475,223477,231601,241080,244071,250606,254900,256420,256467,259537,264406,267702,271797,275503,277780,277780,282325,287218,290312,294034,298832,302724,302766,310097,316749,322417,328457,333576,337904,166169.0
Sultanpur,127349,127349,128342,129274,129965,131429,132292,133402,133400,133960,134810,136124,137445,137806,139089,139091,140302,141174,141617,142274,143459,145152,145162,146901,148264,149170,150052,151006,153459,155864,158400,161710,165231,168844,172622,176855,176855,181411,186388,191375,195827,200179,204697,204696,208490,212137,215764,220176,224225,228421,228420,237365,246250,254676,262149,322522,329368,329649,335091,335816,336418,339725,344034,347138,347145,356198,368119,375644,385738,393427,394459,394461,400093,408076,411496,420689,422532,424664,424664,431323,439713,440064,454646,463920,467312,467666,471691,475513,480062,490387,501152,506640,264189.0
Unnao,161971,161974,162665,163472,164364,165242,166262,167177,167187,168492,169359,170776,172622,173652,174850,174878,175778,176547,177082,177560,178710,180072,180074,181358,182239,183067,183760,184797,185878,185887,187100,189419,191352,193584,195734,197837,197874,200643,203519,206358,208960,211950,215714,215805,218446,220947,223327,226153,228802,231730,231735,237203,244234,250993,257432,319171,325747,326946,334005,337760,339937,343575,348373,355470,356636,370705,382344,393017,405756,416306,418154,418205,424754,434634,441066,451447,456918,461485,461620,476783,478402,493540,497942,519062,525998,526393,541558,543936,556805,558541,575088,582015,291355.0
Varanasi,240913,241441,248336,255469,261673,267425,270785,273432,273469,279068,284389,289953,295497,301056,306442,306443,314511,322105,330462,337858,345367,352957,353053,361428,369502,381349,392123,403319,414129,414166,421985,429421,436680,444178,451243,459702,459778,471343,483095,494069,505304,516170,526849,526992,537661,547643,556564,560856,571355,581052,581104,595136,611452,627122,643462,795246,809377,809586,830071,834441,835272,840355,847386,862855,863073,881709,905565,929740,953700,961888,975147,975223,985423,998376,1018548,1033845,1046998,1057799,1057804,1068646,1079149,1091789,1109518,1127803,1140769,1140809,1148715,1157143,1165485,1173709,1182368,1196087,645867.0
Almora,111653,111842,112148,112521,114638,117642,119609,121287,121850,124994,127551,129391,130954,133971,136716,137702,140204,141242,141245,142307,143185,144067,144067,145480,146959,146981,148356,149741,151392,152969,155409,157386,158254,159169,160140,161958,162375,164392,166566,168205,170064,172508,174376,175993,177660,179593,180956,182307,183358,184980,186440,190996,194621,198221,201281,255050,259824,261187,263376,265482,271422,275525,277100,278313,283847,292122,298887,301260,303653,305370,306553,306689,307420,307548,309924,317185,321066,326856,329323,334579,340554,344654,347796,350592,351879,351880,354957,358431,359758,360802,366600,373827,217295.0
Bageshwar,56003,56081,56136,56155,56721,57389,58100,58751,58896,60520,61942,62984,64025,65564,67098,68068,69706,71331,72790,73938,75088,76507,77258,77453,77587,77934,78051,78240,78502,78708,79156,79447,79647,79961,80380,81889,83463,85183,86547,88711,91094,92211,92899,95266,97677,98665,99047,99199,99201,101064,101390,106444,110052,112358,115142,147288,149054,150276,153885,155727,158180,161040,163742,164910,166994,171051,174970,178259,181199,184351,186651,187365,188942,190803,193090,194534,195143,196486,197119,198723,200185,202283,203931,205722,207477,208241,209425,210445,211549,212953,214118,215570,122340.0
Chamoli,86742,86956,87619,87805,88704,90547,91443,91885,92016,95006,96795,98019,99432,100825,102202,102770,104531,105671,105772,106563,107046,107800,107856,109225,110222,110422,111608,112879,114934,115011,115417,115550,115708,115912,116129,118131,119984,121852,123224,125136,127527,129090,129148,129146,130232,131441,132249,133721,135037,136024,136857,139261,144085,149027,153452,199543,203085,204146,204691,205156,210736,213589,214949,215329,218400,225334,231292,233868,235477,236642,237372,237372,237792,238013,241309,243975,247138,249998,250870,254169,258154,260061,261816,264108,265215,265269,267525,269330,271136,271979,275575,279172,164687.0
Champawat,54028,54430,54914,55163,55392,55915,56525,57328,57838,59040,60417,62000,63349,65195,66942,68483,69906,71235,71235,71975,72773,72772,72772,73848,74846,74927,76022,77088,77294,77392,78579,79109,79287,79534,79688,79837,80866,81899,82942,84600,86719,89268,91958,94289,96678,98408,100166,101445,103169,103984,104401,107158,109798,111929,113963,137978,140263,142534,145119,146575,149181,151591,153607,154302,155029,157742,160442,162276,164469,166206,168233,168491,169980,170757,174585,176568,177926,180408,181272,183781,184802,185824,186920,188607,189930,190777,192186,193353,194415,195495,196634,197949,115619.0
Dehradun,357521,358123,359583,362838,365778,369005,372418,375723,378177,383841,389412,393733,398104,401880,405315,408108,411707,414926,417830,420321,423090,427479,431040,435510,439019,441981,444908,447875,450724,454054,457561,461554,466273,472941,480334,487834,494283,501302,507759,513492,520639,529262,537801,545448,551316,555400,558494,563714,568215,572636,574847,591328,611042,627698,643766,834492,846931,853380,864105,875495,886439,894516,903348,918527,928219,941345,951144,958326,963627,968499,972693,977133,982789,992920,1008918,1021393,1027776,1039221,1045849,1052743,1060246,1065322,1073111,1080776,1086609,1090045,1094970,1100588,1107907,1121939,1138727,1155671,678486.0
Haridwar,246708,246994,247294,249340,251035,253105,255275,256666,257471,260968,264745,268047,271560,275168,278207,279415,282122,285031,287730,290062,292173,294356,296716,300371,303346,304589,307008,309922,312346,314123,316127,317020,318162,320610,322864,327502,332417,337466,343294,349336,358004,365900,375587,382491,390830,396930,401079,408689,417089,422497,424358,453104,479930,508247,529769,637576,641224,642093,642542,659414,665129,667769,669326,688185,701185,711938,719062,720497,721839,722588,723388,729445,734073,741641,745917,760058,768905,772444,781472,791301,799634,801525,806591,817424,820775,823689,827902,831503,833209,856332,866006,873522,496286.0
Nainital,162984,163431,164042,165596,167235,168915,170630,172288,173709,176719,180727,183972,187845,192506,195780,197504,200855,203248,204907,206123,207525,208690,208691,211254,213800,213800,217266,219657,222210,222870,225368,226542,227439,228736,229799,232740,234808,237362,240547,243445,246250,249209,253247,255724,259222,262231,264607,266608,268794,271167,273198,286250,300590,316285,331134,422030,436006,437121,446708,457639,466734,470483,474808,477034,479536,490362,501245,508485,513438,517423,520532,520532,522380,523422,530175,536147,539737,545586,545586,555924,566329,572962,577200,585202,588869,588876,592828,596971,599931,610819,621035,631890,345522.0
Pauri Garhwal,136781,136955,137247,138156,140119,141737,142873,143495,144087,146602,149059,150691,151923,153445,154879,155857,157242,157733,158499,159177,159963,160550,161006,162131,163148,163974,165303,166677,166914,166965,167387,167797,168247,168693,170002,171525,171533,173492,175244,177425,181726,182827,182873,182879,187217,188836,189002,189194,191648,192370,192365,200348,204217,207680,209622,262296,271189,271793,274981,276813,283749,285998,287131,287979,290086,301297,306621,308509,309953,311328,311995,311995,312262,313104,320031,323989,332800,337263,337881,346310,352173,353221,354906,356004,356598,356785,357970,363860,365990,368050,379197,385358,229509.0
Pithoragarh,68495,68666,69020,69240,70013,71236,72494,73297,73516,75757,77729,79566,81404,83057,85403,86602,88505,90168,91712,93170,94361,94895,94895,95752,96595,97196,97787,98257,98654,99091,99778,100396,101075,102386,103737,105175,105181,107678,109949,113542,117393,120833,121781,122086,125493,128256,130263,131129,131599,131898,131952,137082,141704,146448,150304,185608,188593,188747,194406,196699,197758,202963,205897,207441,207441,214275,219472,221961,224451,226238,227481,227489,228989,230119,231629,233020,236428,241646,242134,247792,253392,253436,257902,261010,263435,263483,265486,268633,270635,271602,272795,276176,153916.0
Rudraprayag,44561,44620,44615,45069,46370,47927,49210,50075,51165,53006,54541,56278,57800,59614,61439,62222,64225,65986,66104,67241,68141,68277,69776,71096,71945,72078,72645,72855,73083,73334,73609,73802,74014,74340,75175,76726,77984,79404,80834,82487,85900,89499,90337,90401,93010,95153,96320,96356,98346,99216,100218,103190,106530,110468,113026,137211,139481,141848,143816,144805,146577,148433,150199,152245,153725,155239,156898,158360,160245,161805,163576,164664,166071,168145,171056,172423,173502,174537,175306,176140,177500,178430,179585,180757,181617,182345,184025,185675,186546,187933,188922,190783,110892.0
Tehri Garhwal,102218,102260,102543,103018,103652,105427,106956,107972,108219,110346,112316,114354,116022,118000,119714,120581,122071,123459,123459,124522,125848,125964,126109,127383,129181,129542,131223,132548,132727,132727,133286,133676,133999,134871,135983,138016,138155,140848,142603,146216,148567,149686,149892,150010,152103,154234,154538,157214,159274,159477,159683,165512,171532,176847,183044,233290,238561,239379,242202,247378,250905,254200,255388,256917,257693,265515,270863,271448,274620,277268,278029,278319,280115,281848,285911,290621,293456,296817,297282,302000,307570,308340,311523,313796,314653,314871,319123,323193,324107,332993,341642,347056,194440.0
Udham Singh Nagar,172469,172519,172782,174953,177025,178770,180501,182201,182949,186901,194504,198615,201261,202673,204468,207731,210723,212822,213834,215018,216114,217664,219703,222736,225980,227771,229305,230886,233275,234839,237086,239071,240706,242546,250074,258228,261203,263071,265238,268670,273370,275876,278783,286153,293846,298058,300550,303066,310294,313659,315496,334853,356615,382267,398395,489481,493716,494389,495410,514513,519037,520879,521752,522885,542387,552038,557228,560844,562336,563061,567841,572053,573760,574842,583438,591718,597991,605219,610224,617759,632900,636810,641831,646596,649813,651200,655686,660888,669979,697816,715626,724425,381919.0
Uttarkashi,74811,75023,75187,75628,76192,76851,77222,77773,78044,79656,81107,82363,83687,85438,86767,87487,89427,91523,91533,92781,92832,92832,92832,94127,95178,95178,95757,96019,96219,96245,96418,96825,97151,97415,97630,99147,100564,102339,104440,104918,108704,111865,112130,112143,115763,118072,118234,119629,120775,120778,120778,123021,126247,128845,132095,182334,185945,187671,191755,193960,195942,199561,202200,203227,204368,209727,214445,217415,220982,223469,224976,225613,226510,227009,228436,230765,233352,234946,235997,237642,240338,243074,245432,247868,249851,249964,251640,253128,253528,254246,254940,255591,149016.0
Alipurduar,146256,146255,146684,146969,147053,147233,147443,147778,147780,148008,148155,148362,148693,149380,150199,150199,151030,153021,154875,157358,159124,160853,162565,166951,172080,177198,181059,184504,188136,193509,200287,205799,207554,209072,210681,214902,219545,224195,227635,230293,231773,232624,233411,233567,236483,239447,242345,243852,244497,245418,245779,248894,252609,255541,260972,344365,348064,348443,354455,357425,358892,360086,360268,360492,360642,370824,378324,382281,385681,392180,395634,395761,403024,408157,413991,422982,429132,430685,431019,443035,448491,450884,453707,455913,462719,462815,469181,472291,475557,478083,480296,482716,279939.0
Bankura,211992,211988,212640,213295,213628,213851,214358,214707,214706,215196,215493,216002,216654,216769,217190,217348,217923,218218,218653,219133,220468,226206,232374,239364,243883,244112,245088,250167,256064,260218,266519,270995,274052,278058,281062,287220,290933,294590,298829,301754,304495,306765,308259,308493,312001,314160,315653,316533,317346,318505,319395,324977,330292,335258,338301,476065,480693,481474,489136,494239,497776,502544,511200,518074,520412,525549,530025,532094,537385,540525,542976,544028,548252,551847,560357,565788,572389,579410,582674,591236,602185,603758,609439,619872,631447,633565,641871,644473,649295,653507,658094,662978,382921.0
North 24 Parganas,229438,229687,231010,231467,231758,232206,233086,233858,233906,234122,234183,235254,235820,235878,236128,236132,236423,236830,237189,237685,238560,239470,239471,240483,241765,241962,243763,249024,254068,257420,264453,274077,279706,282968,288162,297244,300546,306353,309201,310948,311701,316581,317653,317661,318142,325303,326440,329748,333722,337579,338644,341233,347307,356692,359541,477976,486200,487728,489295,498857,503813,505395,515877,520907,522593,528763,532124,533415,539537,544497,545324,546709,551806,555815,564993,568564,573341,581089,582379,591061,598526,598746,601036,608296,614471,614998,621833,627972,631193,632211,636078,644945,389109.0
Birbhum,212256,212396,213218,214126,214649,215190,215873,216321,216565,217666,218141,218867,219670,219812,220092,220128,220399,220752,221303,221891,222706,223011,223062,225551,231154,236680,242004,247949,252773,253814,258143,263800,267043,272988,278943,285308,286534,290276,294557,297706,301631,306684,308615,308927,311577,314555,315979,318048,321148,326096,326730,331591,338279,349669,355923,471480,480457,482421,493158,504943,512037,515678,527196,533147,534994,541743,545404,548927,555193,560145,563809,567065,574030,581314,602272,609871,621314,636719,640012,652553,660526,662597,668263,676040,683395,685585,692502,701599,709687,715580,719827,728316,396724.0
